Report Number,Local Case Number,Agency Name,ACRS Report Type,Crash Date/Time,Route Type,Road Name,Cross-Street Type,Cross-Street Name,Off-Road Description,Municipality,Related Non-Motorist,Collision Type,Weather,Surface Condition,Light,Traffic Control,Driver Substance Abuse,Non-Motorist Substance Abuse,Person ID,Driver At Fault,Injury Severity,Circumstance,Driver Distracted By,Drivers License State,Vehicle ID,Vehicle Damage Extent,Vehicle Body Type,Vehicle Movement,Latitude,Longitude,Location
HA23100001,15001013,MCPARK,Property Damage Crash,09/11/2015 12:29:00 AM,County,BLACK HILLS RD,Unknown,ROAD END: GATE,,N/A,,SINGLE VEHICLE,N/A,DRY,DARK NO LIGHTS,NO CONTROLS,NONE DETECTED,,0E4AEB4D-6D63-4729-9C11-EBC2A0C4CBEC,Unknown,NO APPARENT INJURY,N/A,DISTRACTED BY OUTSIDE PERSON OBJECT OR EVENT,MD,10E9E84F-8F8F-4A09-B7CD-43C317835E8F,FUNCTIONAL,POLICE VEHICLE/EMERGENCY,PARKING,39.06487333,-77.046175,"(39.06487333, -77.046175)"
MCP2549005L,17012144,Montgomery County Police,Property Damage Crash,03/08/2017 07:42:00 AM,Maryland (State),RIVER RD,County,SANDY LANDING RD,,N/A,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,N/A,NONE DETECTED,,C7DC1FE8-3DF3-4E52-A589-42EBDDD7490F,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,F1D8456F-8908-489B-B0A1-2906089D4AC4,SUPERFICIAL,PASSENGER CAR,ACCELERATING,39.02677667,-77.22036333,"(39.02677667, -77.22036333)"
HA22880009,17000154,Maryland-National Capital,Property Damage Crash,02/11/2017 12:10:00 PM,,BEACH DRIVE,,CONNECTICUT AVENUE,,N/A,BICYCLIST,SAME DIR REAR END,CLOUDY,DRY,DAYLIGHT,N/A,N/A,N/A,EBF186A9-8812-4940-96DC-9C8153EC3AE9,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,DF590047-D414-4661-897E-35CA2FACB67B,SUPERFICIAL,PASSENGER CAR,SLOWING OR STOPPING,39.0080777,-77.0801197,"(39.0080777, -77.0801197)"
MCP2962001D,170514739,Montgomery County Police,Injury Crash,06/20/2017 01:17:00 PM,County,MIDDLEBROOK RD,County,OBSERVATION DR,,N/A,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,0CC557B1-F4A9-4B2B-9C83-D53045350F88,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,ED8E49FA-F99B-413D-82F8-18CAEA86BE3E,DISABLING,PASSENGER CAR,ACCELERATING,39.17843649,-77.24191591,"(39.17843649, -77.24191591)"
DD5605002S,16056528,Rockville Police Departme,Property Damage Crash,11/02/2016 04:08:00 PM,Maryland (State),HUNGERFORD DR,Municipality,E MIDDLE LA,,ROCKVILLE,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,D512D98E-7B59-4473-82F8-91DF9DCD5901,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,7EF13F6B-7AE4-4D99-8A69-C8F5C2C53384,DISABLING,PASSENGER CAR,SLOWING OR STOPPING,39.08443333,-77.14777833,"(39.08443333, -77.14777833)"
MCP2683001M,16014335,MONTGOMERY,Property Damage Crash,03/23/2016 06:21:00 PM,County,GOSHEN RD,County,SEVERN RD,,N/A,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,9FFD0AD3-CF7A-495B-88E6-FBE9AA276744,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,FE2F35DE-06E7-4383-8AA7-683735EB22CB,DISABLING,PASSENGER CAR,MOVING CONSTANT SPEED,39.16306667,-77.19211333,"(39.16306667, -77.19211333)"
MCP2740001D,15059385,MONTGOMERY,Property Damage Crash,11/20/2015 07:36:00 PM,County,FLOWER AVE,Maryland (State),PINEY BRANCH RD,,N/A,,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,,8ABD902D-7570-43BD-B59F-CDE512E681F2,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,86034937-C085-440B-A213-947DE13842C4,NO DAMAGE,FIRE VEHICLE/EMERGENCY,SLOWING OR STOPPING,38.99885833,-77.00382,"(38.99885833, -77.00382)"
MCP30500011,170511832,Montgomery County Police,Property Damage Crash,06/05/2017 07:15:00 AM,,,,,EXACT LOCATION UNKNOWN. THE DAMAGE WAS DISCOVERED IN THE AREA OF 3615 PEAR TREE CT,,,SINGLE VEHICLE,CLEAR,,DAYLIGHT,N/A,NONE DETECTED,,A5B8ADDC-557E-4C0C-AF2E-DC6F92A23841,Unknown,NO APPARENT INJURY,N/A,UNKNOWN,MD,C7E71570-EC28-4651-8683-9EA83EFC3080,SUPERFICIAL,SCHOOL BUS,MOVING CONSTANT SPEED,39.09151642,-77.07134753,"(39.09151642, -77.07134753)"
MCP23580028,16050415,Montgomery County Police,Property Damage Crash,10/01/2016 07:21:00 AM,Interstate (State),CAPITAL BELTWAY,Unknown,EXIT #34,,N/A,,SAME DIR REAR END,RAINING,WET,DAWN,NO CONTROLS,NONE DETECTED,,47DEE56E-3B52-4DF3-9FCB-4D64DF37F714,No,NO APPARENT INJURY,"N/A, WET",NOT DISTRACTED,PA,68C84A12-485B-4CC6-B0CD-4089105711A3,FUNCTIONAL,PASSENGER CAR,SLOWING OR STOPPING,39.00967667,-77.08831167,"(39.00967667, -77.08831167)"
MCP30500010,170511529,Montgomery County Police,Property Damage Crash,06/05/2017 10:40:00 AM,,,,,"IN PARKING LOT OF 3146 HEWITT AVE SILVER SPRING, MD 20906",,,OTHER,CLEAR,,DAYLIGHT,NO CONTROLS,UNKNOWN,,989E3D77-D4F1-49D1-AE6C-3F3CBA6BE43D,Yes,NO APPARENT INJURY,N/A,UNKNOWN,VA,36A0E7D2-5170-4784-BBAC-576D5A55D7E3,SUPERFICIAL,PASSENGER CAR,BACKING,39.07895599,-77.06366301,"(39.07895599, -77.06366301)"
MCP1580006V,16065655,Montgomery County Police,Injury Crash,12/22/2016 09:58:00 AM,Municipality,CHRISTOPHER AVE,Municipality,RUSSELL AVE,,GAITHERSBURG,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,77366791-6037-41E6-AA9D-7DC06B92A505,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,223F97CE-35F2-4974-A1D3-89D9700E9445,FUNCTIONAL,PASSENGER CAR,SLOWING OR STOPPING,39.15707,-77.21444333,"(39.15707, -77.21444333)"
MCP28290022,16026130,Montgomery County Police,Property Damage Crash,05/26/2016 12:07:00 AM,Interstate (State),CAPITAL BELTWAY,Maryland (State),GEORGIA AVE,,N/A,,SAME DIRECTION SIDESWIPE,N/A,DRY,DARK NO LIGHTS,NO CONTROLS,UNKNOWN,,2918E734-C0BC-4A5D-833F-DC40009A7B0A,Yes,NO APPARENT INJURY,N/A,UNKNOWN,,A96DAB84-D9BB-4EB7-B534-17737FEDBD28,SUPERFICIAL,PASSENGER CAR,CHANGING LANES,39.013256,-77.04187,"(39.013256, -77.04187)"
MCP2871003Z,17003813,Montgomery County Police,Injury Crash,01/22/2017 04:06:00 PM,Maryland (State),ROCKVILLE PIKE,Maryland (State),STRATHMORE AVE,,N/A,,SAME DIR REAR END,RAINING,WET,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,053F501A-38E4-42B0-B425-C5666475BCA2,Yes,NO APPARENT INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,MD,1AE8DD94-F293-48C4-8EDD-FED097D49026,SUPERFICIAL,PASSENGER CAR,ACCELERATING,39.03414167,-77.10659,"(39.03414167, -77.10659)"
MCP2047000W,16054416,Montgomery County Police,Property Damage Crash,10/22/2016 01:55:00 PM,County,NEEDWOOD RD,Unknown,HAVENSIDE TERR,,N/A,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,STOP SIGN,NONE DETECTED,,26339151-D2FC-4E1A-9D7E-0292CDDFCBED,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,4D50244E-5D46-4E39-B757-FACDE7FD4408,SUPERFICIAL,PASSENGER CAR,MOVING CONSTANT SPEED,39.12812833,-77.15949,"(39.12812833, -77.15949)"
DD5583001F,16030732,Rockville Police Departme,Injury Crash,06/17/2016 09:04:00 PM,Maryland (State),FIRST ST,Maryland (State),VEIRS MILL RD,,N/A,,SAME DIR REAR END,CLEAR,DRY,DARK LIGHTS ON,N/A,NONE DETECTED,,4201976A-42E8-4151-BAA3-263485BFC295,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,C24E6D4D-A27C-439A-BC5C-0FCE35832985,SUPERFICIAL,PASSENGER CAR,SLOWING OR STOPPING,39.07895,-77.13815167,"(39.07895, -77.13815167)"
MCP15540020,170505148,Montgomery County Police,Property Damage Crash,04/30/2017 09:14:00 PM,Maryland (State),DARNESTOWN RD,County,BERRYVILLE RD,,N/A,,SAME DIR REAR END,CLEAR,DRY,DARK NO LIGHTS,NO CONTROLS,NONE DETECTED,,F0AA622E-2E4F-4BC4-A0D1-61119EADCF83,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,FAB55B64-F8A4-4D11-871B-0A9A95AA9F27,DESTROYED,PASSENGER CAR,MOVING CONSTANT SPEED,39.11405833,-77.30933833,"(39.11405833, -77.30933833)"
MCP2719000Q,15052917,MONTGOMERY,Injury Crash,10/18/2015 07:29:00 PM,Maryland (State),GEORGIA AVE,County,ARCOLA AVE,,N/A,,SAME DIR REAR END,CLEAR,DRY,DARK LIGHTS ON,N/A,NONE DETECTED,,37166C54-8A3D-4CB8-827A-34799AD32A81,No,SUSPECTED MINOR INJURY,N/A,NOT DISTRACTED,MD,2AC732F4-3451-4733-9D73-AD1C75AD5A71,FUNCTIONAL,PASSENGER CAR,SLOWING OR STOPPING,39.04647667,-77.05213167,"(39.04647667, -77.05213167)"
MCP27140003,16059871,Montgomery County Police,Property Damage Crash,11/21/2016 12:04:00 PM,County,WELLER RD,County,GOODHILL RD,,N/A,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,STOP SIGN,NONE DETECTED,,83FB3DF6-F3DE-4B90-BE3C-4B0C6EC097F6,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,046C4B99-F7A9-42D8-AD92-748D8EED2664,DISABLING,PASSENGER CAR,ACCELERATING,39.06346333,-77.07237333,"(39.06346333, -77.07237333)"
EJ78620007,16022856,Gaithersburg Police Depar,Property Damage Crash,05/05/2016 10:29:00 PM,,,,,PARKING LOT ENTRANCE TO MARRIOT.. BY THE LOADING DOCKS,,,N/A,CLEAR,,DARK NO LIGHTS,NO CONTROLS,N/A,,4B554CA2-D2FA-4C0C-A342-4B009CFC9381,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,1803294B-30BB-4FA1-812A-229EB945132D,DISABLING,POLICE VEHICLE/EMERGENCY,ACCELERATING,39.11529454,-77.19533533,"(39.11529454, -77.19533533)"
MCP29750017,16030554,Montgomery County Police,Injury Crash,06/16/2016 10:06:00 PM,County,BEL PRE RD,County,CONNECTICUT AVE,,N/A,,SAME DIR REAR END,RAINING,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,0E7A5148-1491-40FA-8FF7-7ED6C6D51423,No,NO APPARENT INJURY,"N/A, WET",NOT DISTRACTED,MD,753DC47E-DF27-4060-820F-3DAE098CFD28,SUPERFICIAL,PASSENGER CAR,MOVING CONSTANT SPEED,39.09182333,-77.06996333,"(39.09182333, -77.06996333)"
MCP0613000G,15039084,MONTGOMERY,Property Damage Crash,08/06/2015 01:57:00 PM,Maryland (State),UNIVERSITY BLVD W,Maryland (State),VEIRS MILL RD,,N/A,,SAME DIRECTION LEFT TURN,CLOUDY,DRY,DAYLIGHT,N/A,NONE DETECTED,,8191B901-56AA-47CE-8DC6-8DB09230E09B,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,7226C33D-1665-4D71-B3BB-1F0CCC30DCD8,SUPERFICIAL,POLICE VEHICLE/NON EMERGENCY,MOVING CONSTANT SPEED,39.04006131,-77.0554018,"(39.04006131, -77.0554018)"
MCP27120013,16035427,Montgomery County Police,Property Damage Crash,07/13/2016 10:21:00 AM,US (State),COLUMBIA PIKE,County,FAIRLAND RD,,N/A,,SAME DIR REAR END,CLOUDY,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,817A4B4D-2D37-4A08-9475-7FDA412A651D,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,XX,F85E2EC5-134A-4668-A3ED-2A3F98B5C4F9,DISABLING,PASSENGER CAR,STOPPED IN TRAFFIC LANE,39.07186333,-76.95638,"(39.07186333, -76.95638)"
MCP23390026,17006988,Montgomery County Police,Property Damage Crash,02/08/2017 08:38:00 PM,Maryland (State),OLNEY LAYTONSVILLE RD,Unknown,SPUR FR MD 97,,N/A,,HEAD ON LEFT TURN,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,22C22422-9FA5-418F-AABD-B73388B09F5F,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,18EACC44-7533-40B3-BE1D-DB8C0840DFA2,FUNCTIONAL,PASSENGER CAR,MOVING CONSTANT SPEED,39.15209833,-77.06711167,"(39.15209833, -77.06711167)"
MCP2986000D,16007583,MONTGOMERY,Property Damage Crash,02/14/2016 04:02:00 PM,,,,,"IN THE PARKING LOT OF GIANT FOOD (1280 EAST WEST HWY, SILVER SPRING, MD)",,,STRAIGHT MOVEMENT ANGLE,CLEAR,,DAYLIGHT,NO CONTROLS,NONE DETECTED,,C017F2C0-5CAB-44E1-A129-7535DE004949,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,D3664A82-515F-4C38-9FC3-4AEE9AD27796,UNKNOWN,PASSENGER CAR,STARTING FROM PARKED,38.991635,-77.03214333,"(38.991635, -77.03214333)"
MCP27960034,16012761,MONTGOMERY,Injury Crash,03/15/2016 01:35:00 PM,Maryland (State),GEORGIA AVE,Unknown,CROSSOVER,,N/A,,SAME DIR BOTH LEFT TURN,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,CB6A0C6A-9226-4271-8001-C44D4E5872FA,Unknown,SUSPECTED MINOR INJURY,N/A,NOT DISTRACTED,MD,A61DEFEE-0B25-47DA-891C-1449822E8EBD,SUPERFICIAL,PASSENGER CAR,MAKING U TURN,39.07830667,-77.07197333,"(39.07830667, -77.07197333)"
MCP15940001,15064394,MONTGOMERY,Injury Crash,12/17/2015 05:48:00 AM,Maryland (State),GEORGIA AVE,Maryland (State),16TH ST,,N/A,,STRAIGHT MOVEMENT ANGLE,CLOUDY,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,65E6CBF7-B0BE-4195-A441-518FB02D30B8,No,POSSIBLE INJURY,N/A,NOT DISTRACTED,MD,98A21117-51E5-405F-AFD9-2F6D67635CF4,FUNCTIONAL,PASSENGER CAR,MAKING LEFT TURN,39.00617269,-77.03889012,"(39.00617269, -77.03889012)"
MCP2666000W,15044228,MONTGOMERY,Property Damage Crash,09/02/2015 08:56:00 PM,,,,,"Secured parking lot of 1002 Milestone Drive Silver Spring, MD 20904",,,OTHER,CLEAR,,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,,D41319A2-CE96-40CB-BFFA-3CA3265E53E0,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,32498FDA-F694-4389-8454-995CC8A52D3E,SUPERFICIAL,POLICE VEHICLE/NON EMERGENCY,BACKING,39.04543833,-76.99044,"(39.04543833, -76.99044)"
MCP2664002W,17006168,Montgomery County Police,Property Damage Crash,02/04/2017 02:38:00 PM,County,ARCOLA AVE,Maryland (State),UNIVERSITY BLVD W,,N/A,,SINGLE VEHICLE,N/A,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,589479D1-7A64-4A9C-81DB-104C618DCFB2,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,B82FF18A-417D-483A-9424-179DE63B99AA,FUNCTIONAL,PASSENGER CAR,MAKING RIGHT TURN,39.03634833,-77.02539333,"(39.03634833, -77.02539333)"
MCP2902000L,15001701,Montgomery County Police,Property Damage Crash,01/11/2015 01:28:00 PM,,,,,"Commercial Parking Lot of 20500 Senceca Meadows Pkwy, (Healthtrax fitness and wellness)",,,OPPOSITE DIRECTION SIDESWIPE,CLEAR,,DAYLIGHT,NO CONTROLS,N/A,,B9B875E3-D05C-42D2-852C-6EF449203B82,Unknown,NO APPARENT INJURY,N/A,NOT DISTRACTED,MA,25DF83AA-D009-44D4-82C6-B7B20B7244F4,SUPERFICIAL,FIRE VEHICLE/NON EMERGENCY,MOVING CONSTANT SPEED,39.198295,-77.25777833,"(39.198295, -77.25777833)"
MCP2623002P,17016301,Montgomery County Police,Property Damage Crash,03/31/2017 04:40:00 AM,County,ALPENHORN WAY,County,BRIGGS CHANEY RD,,N/A,,SAME DIRECTION SIDESWIPE,RAINING,N/A,DARK LIGHTS ON,NO CONTROLS,ALCOHOL PRESENT,,11F648D0-F97D-47B3-B2DF-B8FA55D6EA85,Yes,NO APPARENT INJURY,N/A,OTHER DISTRACTION,MD,321F4152-442A-4643-A8EB-0220E5560AC2,DISABLING,PASSENGER CAR,MOVING CONSTANT SPEED,39.06868613,-76.93807125,"(39.06868613, -76.93807125)"
MCP2617000F,15001332,Montgomery County Police,Property Damage Crash,01/09/2015 01:02:00 AM,,,,,in parking lot at 12405 georgia ave.,,,SINGLE VEHICLE,CLEAR,,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,,73E37EB9-D43D-43B6-97FF-9C43D885C13D,Yes,NO APPARENT INJURY,N/A,UNKNOWN,VA,AC8E9F23-DB81-489D-9C52-848B47E84513,FUNCTIONAL,PASSENGER CAR,ACCELERATING,39.05822333,-77.04844667,"(39.05822333, -77.04844667)"
MCP23480014,15055707,MONTGOMERY,Property Damage Crash,11/02/2015 09:36:00 AM,Ramp,RAMP 2 FR IS 370 WB TO IS 270 NB,Interstate (State),NO NAME,,N/A,,SINGLE VEHICLE,N/A,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,3B70E893-37C0-43FF-9128-2280AC97C66E,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,TN,2EE3AB88-F5DA-4230-AAA4-11DA5F720D6F,SUPERFICIAL,"MEDIUM/HEAVY TRUCKS 3 AXLES (OVER 10,000LBS (4,536KG))",MOVING CONSTANT SPEED,39.12315833,-77.19365,"(39.12315833, -77.19365)"
MCP2664003H,170524963,Montgomery County Police,Injury Crash,08/15/2017 01:00:00 PM,County,RANDOLPH RD,County,SELFRIDGE RD,,N/A,,STRAIGHT MOVEMENT ANGLE,RAINING,WET,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,55E26A28-C167-4444-B840-24513621C8AA,Yes,NO APPARENT INJURY,"RAIN, SNOW, WET",UNKNOWN,MD,FED90F4E-69B9-44FF-BCE1-0CA3597DB35F,FUNCTIONAL,PASSENGER CAR,MOVING CONSTANT SPEED,39.05537833,-77.0837,"(39.05537833, -77.0837)"
MCP2666000Y,15061249,MONTGOMERY,Property Damage Crash,12/01/2015 12:10:00 AM,County,OLD COLUMBIA PIKE,Other Public Roadway,SHERVIEW LA,,N/A,,SAME DIRECTION SIDESWIPE,RAINING,WET,DARK LIGHTS ON,NO CONTROLS,UNKNOWN,,130022F2-3E94-4D48-9AF3-D639DF7FD880,Yes,NO APPARENT INJURY,"RAIN, SNOW, WET",UNKNOWN,,5215D8ED-C00C-4780-89D7-21C62AA43C2F,UNKNOWN,PASSENGER CAR,ACCELERATING,39.081235,-76.95429167,"(39.081235, -76.95429167)"
MCP2377000T,16046598,Montgomery County Police,Property Damage Crash,09/12/2016 04:55:00 PM,,,,,PARKING LOT OF 100 N FREDERICK AVE,,,SAME DIR REAR END,CLEAR,,DAYLIGHT,N/A,NONE DETECTED,,7477428D-1330-408F-8F91-B0D08AF5079B,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,940A1A29-AE36-4F8D-AF99-39872756E791,SUPERFICIAL,PASSENGER CAR,PARKED,39.14227665,-77.20042214,"(39.14227665, -77.20042214)"
MCP26170038,17013568,Montgomery County Police,Property Damage Crash,03/16/2017 03:50:00 PM,Maryland (State),CONNECTICUT AVE,Ramp,RAMP 3 FR IS 495 EB TO MD 185 NB,,N/A,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,8B42FBCC-96D8-4AB2-8634-2471F01AA3B6,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,B2EF5F65-B71C-4C09-90C6-5CE7F8F3039E,FUNCTIONAL,PASSENGER CAR,SLOWING OR STOPPING,39.003625,-77.07742333,"(39.003625, -77.07742333)"
MCP29420026,16066456,Montgomery County Police,Property Damage Crash,12/26/2016 08:26:00 PM,County,SANGAMORE RD,County,WALHONDING RD,,N/A,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DARK LIGHTS ON,STOP SIGN,NONE DETECTED,,F433085B-12B7-4261-B5AC-30B9C4B2CDBF,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,BF482CAD-949D-415C-8F85-FB0709D0ABB2,DISABLING,(SPORT) UTILITY VEHICLE,ACCELERATING,38.96264833,-77.12117667,"(38.96264833, -77.12117667)"
MCP15220011,16047514,Montgomery County Police,Property Damage Crash,09/16/2016 07:50:00 AM,,,,,PARKING LOT OF 9803 MAIN ST (DAMASCUS),,,OTHER,CLOUDY,,DAYLIGHT,NO CONTROLS,UNKNOWN,,8AA5FA21-A59E-4DE2-9F40-A8D28919284A,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,20354FA2-8194-4064-A9CE-F0576624A0BF,UNKNOWN,PASSENGER CAR,BACKING,39.290125,-77.20359833,"(39.290125, -77.20359833)"
MCP2077001V,170526997,Montgomery County Police,Property Damage Crash,08/26/2017 11:00:00 AM,County,GRANDVIEW AVE,Maryland (State),UNIVERSITY BLVD W,,N/A,,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,3FDEB34A-F6C9-4672-9FCD-5E355A8C85F3,Unknown,NO APPARENT INJURY,N/A,UNKNOWN,MD,CB6BC842-CB79-4C72-A393-AFB9A80AF4AF,SUPERFICIAL,PASSENGER CAR,MOVING CONSTANT SPEED,39.04119333,-77.05324167,"(39.04119333, -77.05324167)"
MCP28480046,170504109,Montgomery County Police,Property Damage Crash,04/25/2017 01:04:00 PM,Maryland (State),RIVER RD,County,SARATOGA AVE,,N/A,,SAME DIR REAR END,RAINING,WET,DAYLIGHT,NO CONTROLS,NONE DETECTED,,6A3698D8-66A9-4A77-8B94-B2FA365F6CF9,No,NO APPARENT INJURY,"N/A, WET",NOT DISTRACTED,MD,8F2A0DEB-4227-4055-816D-0D3076A33E28,FUNCTIONAL,PASSENGER CAR,STOPPED IN TRAFFIC LANE,38.95935433,-77.095739,"(38.95935433, -77.095739)"
MCP3002000K,16018206,Montgomery County Police,Injury Crash,04/14/2016 05:17:00 AM,Maryland (State),RIVER RD,Maryland (State),GOLDSBORO RD,,N/A,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DARK LIGHTS ON,FLASHING TRAFFIC SIGNAL,NONE DETECTED,,A64D882B-9DC9-43F6-A6C5-D83AC100AC84,No,POSSIBLE INJURY,N/A,NOT DISTRACTED,MD,B6254DF0-749E-4FD4-8476-CFF9DA219011,DISABLING,"OTHER LIGHT TRUCKS (10,000LBS (4,536KG) OR LESS)",MOVING CONSTANT SPEED,38.973065,-77.12191833,"(38.973065, -77.12191833)"
DD56030033,16044354,Rockville Police Departme,Injury Crash,08/31/2016 07:15:00 AM,Municipality,WOOTTON PKWY,Maryland (State),ROCKVILLE PIKE,,N/A,,SAME DIRECTION RIGHT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,18BA23D1-16A8-4C65-B942-373F71FB1B73,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,VA,A5F722E4-17FF-4AAC-ACAA-EDCC07FA89CD,SUPERFICIAL,PASSENGER CAR,CHANGING LANES,39.07683425,-77.13964462,"(39.07683425, -77.13964462)"
MCP1453001N,15034708,MONTGOMERY,Injury Crash,07/15/2015 07:36:00 AM,Maryland (State),QUINCE ORCHARD RD,Interstate (State),EISENHOWER MEMORIAL HWY,,N/A,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,E8ABC125-CE82-4370-A74C-C29A759B04EB,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,DC,139183D8-707A-40B4-860F-8DB933A1742B,FUNCTIONAL,PASSENGER CAR,SLOWING OR STOPPING,39.14866167,-77.21723167,"(39.14866167, -77.21723167)"
MCP25940017,15066881,Montgomery County Police,Property Damage Crash,12/30/2015 06:27:00 AM,Maryland (State),NEW HAMPSHIRE AVE,County,NORWOOD RD,,N/A,,SAME DIR REND RIGHT TURN,FOGGY,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,CDE18891-D97C-4E04-A12B-BEF204E64D69,No,NO APPARENT INJURY,"V WIPERS|W OTHER ENVIRONMENTAL, WET",NOT DISTRACTED,MD,9C387EA1-28AC-4F40-93B3-A43A846136C0,DISABLING,VAN,MOVING CONSTANT SPEED,39.10614557,-77.0014894,"(39.10614557, -77.0014894)"
MCP2048000Z,16065303,Montgomery County Police,Property Damage Crash,12/20/2016 06:12:00 PM,US (State),COLUMBIA PIKE,County,BLACKBURN RD,,N/A,,SAME DIR REAR END,CLEAR,DRY,DARK LIGHTS ON,N/A,NONE DETECTED,,4B5655B8-C5AE-4F74-8F7F-65DFEB2AD92D,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,8584E02D-6F1A-4676-8CD8-7F997A5632E1,DISABLING,PASSENGER CAR,MOVING CONSTANT SPEED,39.10666333,-76.93198167,"(39.10666333, -76.93198167)"
MCP2942001R,16035720,Montgomery County Police,Injury Crash,07/14/2016 07:03:00 PM,County,SANGAMORE RD,County,WALHONDING RD,,N/A,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,STOP SIGN,NONE DETECTED,,11FD323B-B96D-4824-807B-4AF851EA25AA,No,POSSIBLE INJURY,N/A,NOT DISTRACTED,MD,67C8DB4F-7FFA-43D3-BEF7-EB759FE3AE23,DISABLING,PASSENGER CAR,MOVING CONSTANT SPEED,38.962675,-77.12114667,"(38.962675, -77.12114667)"
MCP2996000C,16011630,MONTGOMERY,Property Damage Crash,03/09/2016 12:30:00 AM,County,SAM EIG HWY,County,DIAMONDBACK DR,,N/A,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,ALCOHOL PRESENT,,A45D93F5-17AF-4392-8A58-1813D29D888F,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,A64CBE6B-A3A9-4F7B-BDAD-23BFD67D0765,FUNCTIONAL,PASSENGER CAR,MAKING LEFT TURN,39.11414838,-77.20983267,"(39.11414838, -77.20983267)"
